TopDepth,MidDepth,BotDepth,Oxygen18,Deuterium,TopTime,MidTime,BotTime
9.282022299,9.392473934,9.502925569,-25.3,-197.6,2019.6110219802,2019.58333986617,2019.55565775213
9.502925569,9.604674317,9.706423066,-24.1,-189.6,2019.55565775213,2019.53015681278,2019.50465587318
9.706423066,9.798372322,9.890321579,-21.9,-174.1,2019.50465587318,2019.48161094687,2019.4585660203
9.890321579,9.994664993,10.09900841,-20.4,-161.7,2019.4585660203,2019.43241478872,2019.40626355639
10.09900841,10.20843875,10.31786909,-26.6,-210.6,2019.40626355639,2019.37883740602,2019.35141125564
10.31786909,10.41433919,10.51080929,-27.3,-215.3,2019.35141125564,2019.32723328571,2019.30305531579
10.51080929,10.61239677,10.71398425,-27.6,-222.5,2019.30305531579,2019.27759479449,2019.25213427318
10.71398425,10.8026951,10.89140595,-26.2,-209.4,2019.25213427318,2019.22990097744,2019.2076676817
10.89140595,10.97181562,11.05222529,-24.7,-196,2019.2076676817,2019.18751488221,2019.16736208271
11.05222529,11.12713456,11.20204382,-26.8,-213.7,2019.16736208271,2019.14858782957,2019.12981357895
11.20204382,11.22002191,11.238,-28.9,-236.7,2019.12981357895,2019.12530779198,2019.12080200501
11.238,11.34004226,11.44208452,-30.9,-245.8,2019.12080200501,2019.09522750376,2019.06965300251
11.44208452,11.53516631,11.62824809,-29.3,-230.7,2019.06965300251,2019.04632423308,2019.02299546617
11.62824809,11.71993053,11.81161297,-31.3,-242.9,2019.02299546617,2019.00001741103,2018.97483160165
11.81161297,11.91350532,12.01539767,-30.3,-232.4,2018.97483160165,2018.9468391978,2018.91884679396
12.01539767,12.11876004,12.22212241,-29.3,-227.4,2018.91884679396,2018.89045053846,2018.86205428297
12.22212241,12.32328151,12.42444062,-28.8,-224.5,2018.86205428297,2018.83426332143,2018.80647235714
12.42444062,12.50393859,12.58343655,-30.1,-232.5,2018.80647235714,2018.78463225549,2018.76279215659
12.58343655,12.68140021,12.77936388,-27.2,-212.2,2018.76279215659,2018.73587906319,2018.70896596703
12.77936388,12.86707195,12.95478002,-29.5,-229.4,2018.70896596703,2018.68487034341,2018.66077471978
12.95478002,12.99289001,13.031,-27.5,-213.5,2018.66077471978,2018.65030494231,2018.63983516484
13.031,13.12804293,13.22508587,-23.2,-182.2,2018.63983516484,2018.61317501923,2018.58651487088
13.22508587,13.30959936,13.39411285,-25.7,-199.1,2018.58651487088,2018.56329687912,2018.54007888736
13.39411285,13.44055643,13.487,-27.1,-211.3,2018.54007888736,2018.52731966209,2018.51456043956
13.487,13.57963533,13.67227067,-26.6,-206.2,2018.51456043956,2018.48911117308,2018.46366190385
13.67227067,13.76401945,13.85576824,-25.2,-195.2,2018.46366190385,2018.43845619505,2018.41325048352
13.85576824,13.94052896,14.02528969,-20.8,-167.5,2018.41325048352,2018.38996457143,2018.36667865659
14.02528969,14.1339196,14.2425495,-27.8,-217,2018.36667865659,2018.33683527473,2018.3069918956
14.2425495,14.34427193,14.44599436,-27.9,-216.6,2018.3069918956,2018.27904617308,2018.25110045055
14.44599436,14.53312357,14.62025277,-26.9,-208.3,2018.25110045055,2018.2271638544,2018.20322726099
14.62025277,14.72999916,14.83974555,-27,-211.3,2018.20322726099,2018.17307715385,2018.1429270467
14.83974555,14.95837278,15.077,-27.6,-217.3,2018.1429270467,2018.11033714835,2018.07774725275
15.077,15.17318434,15.26936868,-30.1,-236.5,2018.07774725275,2018.05132298352,2018.02489871429
15.26936868,15.36244871,15.45552874,-29.1,-226.4,2018.02489871429,2017.99900052653,2017.96100867755
15.45552874,15.55939575,15.66326277,-29.2,-232.9,2017.96100867755,2017.91861397959,2017.87621927755
15.66326277,15.76082147,15.85838017,-28.4,-218.1,2017.87621927755,2017.8363994,2017.79657952245
15.85838017,15.96115793,16.06393569,-25.2,-197.4,2017.79657952245,2017.75462941633,2017.7126793102
16.06393569,16.16128846,16.25864124,-24,-186.4,2017.7126793102,2017.67294348571,2017.63320765714
16.25864124,16.35089858,16.44315592,-23.2,-178.3,2017.63320765714,2017.5955516,2017.55789554286
16.44315592,16.5321643,16.62117267,-25,-198.5,2017.55789554286,2017.52156559184,2017.4852356449
16.62117267,16.70833907,16.79550547,-26.1,-206.9,2017.4852356449,2017.44965752245,2017.4140794
16.79550547,16.87883996,16.96217445,-26.2,-207.8,2017.4140794,2017.38006532245,2017.3460512449
16.96217445,17.05099557,17.13981669,-25.8,-200.3,2017.3460512449,2017.30979772653,2017.27354420816
17.13981669,17.23103444,17.3222522,-21.6,-176.9,2017.27354420816,2017.23631247347,2017.19908073469
17.3222522,17.43188498,17.54151777,-24.8,-195.3,2017.19908073469,2017.15433266122,2017.10958458367
17.54151777,17.62779852,17.71407928,-30,-236.7,2017.10958458367,2017.07436795102,2017.03915131429
17.71407928,17.81202807,17.90997686,-30.8,-247.5,2017.03915131429,NaN,NaN
17.90997686,17.9995965,18.08921613,-30.5,-239.1,NaN,NaN,NaN
18.08921613,18.17560268,18.26198923,-27.7,-220.1,NaN,NaN,NaN
18.26198923,18.34393645,18.42588367,-21.2,-165.9,NaN,NaN,NaN
18.42588367,18.51643261,18.60698154,-22.4,-177.8,NaN,NaN,NaN
18.60698154,18.70430345,18.80162536,-26.2,-205,NaN,NaN,NaN
18.80162536,18.90081268,19,-26.9,-211.9,NaN,NaN,NaN
