TopDepth,MidDepth,BotDepth,Oxygen18,Deuterium,TopTime,MidTime,BotTime
37.68600179,37.77523089,37.86446,-32.9,-257.2,2006.18395626203,2006.13624016578,2006.08852406417
37.86446,37.95479618,38.04513236,-30,-234.4,2006.08852406417,2006.04021594652,2005.99231859898
38.04513236,38.13492893,38.22472551,-27.7,-213.6,2005.99231859898,2005.94673658376,2005.90115456345
38.22472551,38.31889396,38.41306241,-31.3,-243,2005.90115456345,2005.8533533198,2005.80555207614
38.41306241,38.49990306,38.58674371,-29.7,-229,2005.80555207614,2005.76147052792,2005.7173889797
38.58674371,38.66522019,38.74369666,-26,-200,2005.7173889797,2005.67755320305,2005.63771743147
38.74369666,38.82041871,38.89714076,-24.3,-188,2005.63771743147,2005.59877222843,2005.55982702538
38.89714076,38.97745901,39.05777727,-22.6,-174.7,2005.55982702538,2005.5190563401,2005.47828564975
39.05777727,39.15893424,39.26009121,-21.5,-166.2,2005.47828564975,2005.42693693401,2005.37558821827
39.26009121,39.35865745,39.4572237,-26.2,-204.5,2005.37558821827,2005.32555459391,2005.27552096447
39.4572237,39.55846139,39.65969909,-28.9,-226.8,2005.27552096447,2005.22413127411,2005.17274157868
39.65969909,39.70984954,39.76,-31.1,-243.1,2005.17274157868,2005.14728449746,2005.12182741117
39.76,39.86223244,39.96446488,-31,-242.5,2005.12182741117,2005.06993277157,2005.01803813198
39.96446488,40.07152463,40.17858438,-31.5,-243.9,2005.01803813198,2004.96133803784,2004.9034679027
40.17858438,40.28751053,40.39643667,-29.4,-227.7,2004.9034679027,2004.8445889027,2004.78570990811
40.39643667,40.52358438,40.65073208,-30,-232.3,2004.78570990811,2004.71698141622,2004.64825292973
40.65073208,40.76646644,40.8822008,-27.2,-211.6,2004.64825292973,2004.58569381622,2004.5231347027
40.8822008,40.99113167,41.10006253,-22.8,-185.7,2004.5231347027,2004.46425315135,2004.40537160541
41.10006253,41.20285206,41.30564158,-25.7,-201.9,2004.40537160541,2004.3498096973,2004.29424779459
41.30564158,41.40740926,41.50917694,-29.2,-232.8,2004.29424779459,2004.23923823784,2004.18422868108
41.50917694,41.61124381,41.71331069,-29.1,-228.5,2004.18422868108,2004.1290574,2004.07388611351
41.71331069,41.8129451,41.91257951,-29.3,-230.1,2004.07388611351,2004.02002967568,2003.96790794359
41.91257951,42.01685203,42.12112455,-28.2,-219.6,2003.96790794359,2003.91443485641,2003.86096176923
42.12112455,42.2245666,42.32800865,-23.1,-178.1,2003.86096176923,2003.8079145641,2003.75486735897
42.32800865,42.42386118,42.5197137,-24.2,-186.3,2003.75486735897,2003.70571221538,2003.65655707692
42.5197137,42.62882133,42.73792895,-27.7,-215.3,2003.65655707692,2003.60060444615,2003.54465182051
42.73792895,42.84470909,42.95148924,-24.4,-190,2003.54465182051,2003.48989277436,2003.43513372308
42.95148924,43.0502529,43.14901655,-23.1,-179.2,2003.43513372308,2003.38448569231,2003.33383766667
43.14901655,43.22900828,43.309,-24.2,-188.3,2003.33383766667,2003.29281626667,2003.25179487179
43.309,43.42332879,43.53765758,-27.9,-218.1,2003.25179487179,2003.19316472308,2003.13453457436
43.53765758,43.65501265,43.77236773,-27.4,-213,2003.13453457436,2003.07435248718,2003.01417039487
43.77236773,43.87589455,43.97942138,-27.9,-216.7,2003.01417039487,2002.9638597381,2002.91456124762
43.97942138,44.0725787,44.16573602,-24.6,-190.2,2002.91456124762,2002.87020061905,2002.82583999048
44.16573602,44.2676309,44.36952578,-23,-178,2002.82583999048,2002.77731861905,2002.72879724762
44.36952578,44.46828231,44.56703883,-23.7,-187,2002.72879724762,2002.68177032857,2002.63474341429
44.56703883,44.65686879,44.74669875,-25.6,-197.7,2002.63474341429,2002.59196724286,2002.54919107143
44.74669875,44.84825226,44.94980577,-25,-192.9,2002.54919107143,2002.50083225714,2002.45247344286
44.94980577,45.04948409,45.14916241,-23,-177,2002.45247344286,2002.40500757619,2002.35754170952
45.14916241,45.24186184,45.33456127,-22.1,-176.1,2002.35754170952,2002.31339912381,2002.2692565381
45.33456127,45.41678063,45.499,-22,-176.5,2002.2692565381,2002.2301044619,2002.19095238095
45.499,45.56878778,45.63857557,-28.4,-221.7,2002.19095238095,2002.15772010476,2002.12448782381
45.63857557,45.73414162,45.82970767,-30.3,-234.9,2002.12448782381,2002.07898018095,2002.0334725381
45.82970767,45.91982027,46.00993287,-31.8,-244.7,2002.0334725381,2001.9873756242,2001.92997906369
46.00993287,46.07936547,46.14879807,-30.5,-233.3,2001.92997906369,2001.88575447771,2001.84152989172
46.14879807,46.2425773,46.33635652,-26.5,-204.4,2001.84152989172,2001.78179789809,2001.72206591083
46.33635652,46.44282827,46.54930001,-25.9,-201.9,2001.72206591083,2001.65424950955,2001.58643311465
46.54930001,46.650076,46.75085199,-22.4,-175.2,2001.58643311465,2001.52224458599,2001.45805605732
46.75085199,46.84422851,46.93760503,-28.8,-225.4,2001.45805605732,2001.39858056688,2001.33910507643
46.93760503,47.03946872,47.14133241,-31.2,-246.5,2001.33910507643,2001.27422374522,2001.20934241401
47.14133241,47.24221526,47.34309811,-29.6,-233.2,2001.20934241401,2001.14508582166,2001.0808292293
47.34309811,47.42906182,47.51502552,-31.1,-243.4,2001.0808292293,2001.02607527389,2000.9735144
47.51502552,47.58615289,47.65728026,-28.8,-225.4,2000.9735144,2000.93167477059,2000.88983514118
47.65728026,47.72811049,47.79894071,-27.6,-215.2,2000.88983514118,2000.8481703,2000.80650546471
47.79894071,47.87986862,47.96079653,-29.6,-233,2000.80650546471,2000.75890081176,2000.71129615882
47.96079653,48.05253782,48.14427911,-25.4,-195.8,2000.71129615882,2000.65733069412,2000.60336522941
48.14427911,48.23337468,48.32247025,-26.4,-204,2000.60336522941,2000.55095607059,2000.49854691176
48.32247025,48.41164014,48.50081002,-24.9,-191.7,2000.49854691176,2000.44609403529,2000.39364116471
48.50081002,48.61042693,48.72004383,-25.9,-201.8,2000.39364116471,2000.32916062941,2000.2646801
48.72004383,48.81486528,48.90968673,-30.8,-242.2,2000.2646801,2000.20890277647,2000.15312545294
48.90968673,48.9935555,49.07742427,-31.3,-249.7,2000.15312545294,2000.10379088235,2000.05445631176
49.07742427,49.16816927,49.25891428,-31,-238.8,2000.05445631176,2000.0010769,1999.93053571875
49.25891428,49.34608354,49.4332528,-27.1,-209.9,1999.93053571875,1999.86243473438,1999.79433375
49.4332528,49.51463501,49.59601722,-25.1,-195.9,1999.79433375,1999.73075389844,1999.66717404688
49.59601722,49.67786046,49.75970369,-23.6,-182.2,1999.66717404688,1999.60323401563,1999.53929399219
49.75970369,49.84048272,49.92126174,-23.5,-183.2,1999.53929399219,1999.476185375,1999.41307676562
49.92126174,50.00762085,50.09397996,-25.6,-199.9,1999.41307676562,1999.34560871094,1999.27814065625
50.09397996,50.18884664,50.28371332,-31.8,-250.5,1999.27814065625,1999.2040260625,1999.12991146875
50.28371332,50.37344598,50.46317864,-32.6,-256.7,1999.12991146875,1999.05980782813,NaN
50.46317864,50.55598843,50.64879823,-28.8,-224.1,NaN,NaN,NaN
50.64879823,50.73602121,50.82324419,-26.8,-207.3,NaN,NaN,NaN
50.82324419,50.89062209,50.958,-25,-192.7,NaN,NaN,NaN
