sample_name,Date_Melted,Date_Analyzed,depth_top,depth_avg,depth_bottom,time_top,time_avg,time_bottom,Li_7_LR_ppt,Be_9_LR_ppt,Rb_85_LR_ppt,Sr_88_LR_ppt,Y_89_LR_ppq,Mo_95_LR_ppt,Ag_107_LR_ppt,Cd_111_LR_ppt,Cs_133_LR_ppt,Ba_137_LR_ppt,La_139_LR_ppq,Ce_140_LR_ppq,Pr_141_LR_ppq,Nd_146_LR_ppq,Sm_147_LR_ppq,Eu_153_LR_ppq,Gd_157_LR_ppq,Tb_159_LR_ppq,Dy_163_LR_ppq,Ho_165_LR_ppq,Er_166_LR_ppq,Tm_169_LR_ppq,Yb_172_LR_ppq,Lu_175_LR_ppq,W_182_LR_ppt,Re_185_LR_ppt,Tl_205_LR_ppt,Pb_208_LR_ppt,Th_232_LR_ppq,U_238_LR_ppt,Al_27_MR_ppt,P_31_MR_ppt,S_32_MR_ppb,Sc_45_MR_ppq,Ti_47_MR_ppt,V_51_MR_ppt,Cr_52_MR_ppt,Mn_55_MR_ppt,Fe_56_MR_ppt,Co_59_MR_ppt,Ni_60_MR_ppt,Cu_63_MR_ppt,Zn_66_MR_ppt,Ga_69_MR_ppt,K_39_HR_ppb,As_75_HR_ppt,Ca_44_HR_ppb,Mg_24_HR_ppb,Na_23_HR_ppb,,,Zr_90_LR_ppt,Bi_209_LR_ppt
67,7-20-2022,04-07-2023,13.3469995246888,13.4375039920894,13.5280084594899,2016.35184696513,2016.32482472622,2016.29772786879,6.6352,0.30262,24.97504,25.628295,3384.04421,15.58231,0.65255,1.28362,1.25338,49.17004,1494.40291515152,2772.43403030303,395.462293939394,1539.40326060606,398.335872727273,82.1878060606061,273.230393939394,50.6405212121212,242.326115151515,44.2591242424242,106.849875757576,15.0775696969697,83.668003030303,12.4709090909091,3.02857,1.70129,0.96294,10.82572,7494.3576,2.26881,3901.5217,5603.64485,6.21376624,15239.95203,106.64831,6.37083,474.74243,274.96839,3784.91084,17.33052,1031.55594,175.56804,2313.04044,3.66889,23.1454,11.80704,6.01772,7.28592,38.93713,,,84.12362,384.61719
68,7-20-2022,04-07-2023,13.5280084594899,13.6299519154442,13.7318953713984,2016.29772786879,2016.26711683969,2016.23641113777,3.50002,0.26261,8.16943,17.997854,1398.4334,7.52901,0.66053,1.43449,0.513310000000001,30.23725,417.29713030303,1059.84425757576,139.90996969697,505.057163636364,198.401572727273,33.4603515151515,128.608966666667,25.4525303030303,123.072696969697,22.0417575757576,55.4684878787879,9.13469393939394,40.2093787878788,7.28175151515152,2.09756,1.55502,0.8711,9.29146,3495.90471,0.35816,1926.91409,4477.4508,8.29233119,4922.43603,41.28944,2.55895,55.20003,87.81056,959.47458,3.82459,294.39344,107.02289,2986.27818,2.92505,7.66794,8.40586,5.3259,7.89059,19.7313,,,88.66656,251.69538
69,7-20-2022,04-07-2023,13.7318953713984,13.8328287442722,13.933762117146,2016.23641113777,2016.20591640576,2016.17532886771,3.40273,0.20261,3.98947,18.217521,1131.61505,6.84119,0.5602,0.72512,0.953300000000001,36.38291,478.409484848485,1064.47177878788,145.284545454545,485.477687878788,143.245063636364,41.3333727272727,93.4692212121212,19.3388878787879,87.3553727272727,16.3326575757576,39.6185212121212,4.25694545454545,25.5877878787879,4.73313939393939,1.41699,1.36773,0.82201,5.50265,1857.21807,0.266909999999999,2886.92624,4828.41689,6.1146292,3881.76439,65.15934,3.58676,15.53773,55.51987,1517.8448,1.98108,14.47277,19.66206,532.30789,3.24104,2.23021,9.56942,4.6738,6.83063,12.62752,,,25.25278,191.20444
70,7-20-2022,04-07-2023,13.933762117146,14.0302663772368,14.1267706373276,2016.17532886771,2016.14599677155,2016.11657983558,2.49311,0.44262,1.25778,12.00129,411.82043,6.35866,0.437939999999999,0.33383,0.42931,22.63061,270.331018181818,622.996678787879,82.2762363636364,283.985833333333,91.6768393939394,21.6508151515151,52.0970090909091,11.5850878787879,42.0827848484849,12.7317636363636,22.2374939393939,2.03978484848485,14.2154363636364,3.4588303030303,0.74958,1.47905,0.64288,0.54573,1871.82202,0.33306,1627.40512,4618.7852,4.65319428,3049.22708,34.66082,1.62094,4.38145,30.66928,393.10216,1.52081,6.23135,7.15195,396.98467,2.82997,1.62283,7.42131,2.28042,7.31372,13.92248,,,23.02739,63.62515
71,7-20-2022,04-07-2023,14.1267706373276,14.2169898215227,14.3072090057178,2016.11657983558,2016.08900201788,2016.06135005132,6.14855,0.40262,9.0941,25.614183,1973.57614,6.7816,0.457850000000001,0.94116,2.04212,40.3636,1686.76788181818,4221.36864848485,572.285293939394,2230.20293333333,546.7306,111.575506060606,384.394839393939,42.3348333333333,149.616675757576,25.6400151515151,62.6253818181818,10.376303030303,47.1140212121212,8.64707878787879,1.45066,1.37614,0.85755,9.07772,1717.28111,0.83168,3158.63268,5265.35516,8.89910409,3078.96055,94.45577,4.38256,37.15456,105.79521,2354.02639,4.01941,82.11092,61.15462,511.06237,3.38645,4.40017,13.03028,6.22402,7.03538,18.33482,,,21.30072,558.61631
72,7-20-2022,04-07-2023,14.3072090057178,14.416767116907,14.5263252280962,2016.06135005132,2016.02767105576,2015.99388271602,2.28506,0.28261,1.53831,12.896051,1008.586,6.24112,0.305770000000001,0.68844,0.42726,24.76398,3028.4281,6801.3975969697,854.784078787879,3111.88842727273,664.298981818182,117.326093939394,415.591136363636,42.9706454545455,134.735639393939,22.2147333333333,42.6857606060606,4.70037575757576,28.0247181818182,4.36905151515152,1.00857,1.32134,0.73551,6.65276,2714.6985,0.20669,1361.92958,4406.55262,7.14015337,2960.02665,32.90921,2.00263,7.57997,40.58912,621.68125,1.60605,12.56391,14.42468,315.75849,2.84395,1.82025,8.85339,2.72259,6.26007,6.47352,,,21.67613,282.80861
73,7-20-2022,04-07-2023,14.5263252280962,14.626061293282,14.7257973584677,2015.99388271602,2015.96302847138,2015.93208360944,2.1943,0.34262,1.00989,12.255929,482.72236,6.2458,0.70392,0.3461,0.335900000000001,27.76364,195.217875757576,458.021960606061,63.4597545454546,198.925284848485,70.1900818181818,25.0952636363636,74.1712515151515,11.0377606060606,44.2046060606061,10.8000484848485,17.3810303030303,3.19270909090909,16.6523696969697,2.09350303030303,0.47695,1.20502,0.70183,5.96539,2067.12875,0.172689999999999,1584.79441,4192.52762,12.22109043,878.68337,34.17999,2.10242,5.56726,32.69712,877.02675,1.44775,2.43384,10.64036,260.24364,2.92784,1.35492,8.79372,2.62365,5.51973,12.02518,,,19.61424,260.18853
74,7-20-2022,04-07-2023,14.7257973584677,14.8318939286209,14.9379904987741,2015.93208360944,2015.89906581935,2015.86594548547,3.06709,0.30262,3.1005,12.310004,747.59383,7.35978,0.67008,0.63138,0.56323,33.24612,340.494190909091,755.644233333333,93.9203181818182,272.776003030303,70.1900818181818,25.7513484848485,62.873503030303,13.9568393939394,65.4228181818182,15.3659212121212,28.3719727272727,4.78906363636364,31.6801181818182,4.18700606060606,0.917310000000001,1.19458,0.7721,9.68459,1125.19587,0.30784,1897.47052,2765.73582,11.42023329,2068.02239,44.93003,2.62131,47.85118,50.9333,930.85674,2.94058,90.95984,28.26987,713.06791,3.02292,2.62056,9.2114,2.78081,6.06396,7.93379,,,19.79703,457.75681
75,7-20-2022,04-07-2023,14.9379904987741,15.0474166343806,15.1568427699871,2015.86594548547,2015.83167833451,2015.79730210263,6.76292,0.30262,7.5041,16.028978,1268.64811,10.60339,1.03567,1.41403,0.91087,55.2737,718.624151515152,1481.23346666667,185.698763636364,627.073815151515,128.920557575758,40.1852242424243,111.634015151515,16.784696969697,108.573584848485,16.595196969697,48.8228,7.09490909090909,37.7724484848485,5.91642424242424,1.3155,1.37379,0.8785,15.16294,1296.3957,0.41059,2622.19098,3891.98068,8.40302576,3078.96055,75.46289,7.00947,81.65332,80.71993,1918.34292,4.19962,167.73425,145.2647,1250.22338,3.28578,5.27607,9.50975,4.95004,5.65184,12.14878,,,37.78234,1359.69582
76,7-20-2022,04-07-2023,15.1568427699871,15.2669584893141,15.3770742086411,2015.79730210263,2015.76259912376,2015.72778568483,2.97312,0.34262,2.21096,12.475197,410.34099,6.46365,0.36271,0.700620000000001,0.34339,28.97797,174.454296969697,519.396390909091,54.3065696969697,181.632512121212,59.4467,23.1270060606061,40.7539333333333,7.38891515151515,36.7782333333333,7.90247272727273,22.7487,2.92664848484849,17.8708363636364,3.00372121212121,0.411949999999999,1.24569,0.75031,7.23479,1513.56662,0.18023,1500.32427,2680.2025,8.86788386,2068.02239,37.3054,2.3943,5.09439,39.0192,536.18663,1.48428,10.85705,30.64454,406.26435,2.85234,2.34907,7.71966,4.24876,5.7497,7.2022,,,21.58479,274.54363
77,7-20-2022,04-07-2023,15.3770742086411,15.4827688480188,15.5884634873964,2015.72778568483,2015.69426608781,2015.66064472247,3.26174,0.26261,2.87961,12.762113,1096.39781,6.23792,1.29408,0.65584,0.647650000000001,39.03163,347.862463636364,787.616224242424,102.5793,386.954163636364,136.799036363636,34.6101393939394,103.679124242424,17.5153787878788,76.739196969697,15.5424121212121,40.8965393939394,3.9022,32.4924272727273,4.46007272727273,0.89676,1.02882,0.78237,10.00557,1502.14425,0.60807,2381.74188,1788.53559,13.63440386,1919.35501,63.40773,2.9082,4.70397,45.82913,1285.41883,1.8374,7.83722,28.57149,630.73461,3.07605,1.79659,9.92744,3.19891,5.45077,5.92304,,,19.79652,280.85706
78,7-20-2022,04-07-2023,15.5884634873964,15.6713670081752,15.754270528954,2015.66064472247,2015.63420197297,2015.60769661217,4.46001,0.34262,4.8007,9.032268,1501.69492,6.47296,2.71707,0.651719999999999,0.66251,34.2145,377.084654545455,901.894784848485,118.009948484849,398.18076969697,145.393739393939,42.4831636363636,99.1407636363636,21.8036848484849,111.399142424242,20.6351151515152,43.9637787878788,6.03067272727273,44.6770878787879,7.1907303030303,0.511759999999999,1.56444,0.8633,9.67835,2471.33438,0.88993,2529.06527,3748.11471,10.15293378,2900.5597,60.7975,2.64626,13.27706,71.85383,912.23118,2.02491,6.03946,34.62839,443.95726,3.01453,2.12252,8.5252,2.30874,6.93297,3.53466,,,21.97086,207.46013
79,7-20-2022,04-07-2023,15.754270528954,15.835635264477,15.917,2015.60769661217,2015.58162234268,2015.55548776461,4.26536,0.362620000000001,4.69275,10.397681,1031.73647,16.87531,1.00937,1.38139,0.716790000000001,35.72773,396.765121212121,1230.51713333333,107.36123030303,439.592854545455,115.312275757576,33.9524151515152,62.8621696969697,16.784696969697,89.4736575757576,14.2244545454545,36.5512818181818,5.76461212121212,34.1170484848485,5.64335757575758,1.40443,1.6801,0.82262,7.83851,1217.01288,1.10837,2149.14929,1984.09575,13.44234127,2960.02665,54.47799,2.73357,56.04913,116.77039,1212.91404,3.64438,117.45608,68.85352,545.64632,3.04809,3.38787,9.86777,3.14415,6.468,13.75799,,,29.754,212.80749
80,7-21-2022,04-07-2023,15.917,16.0036772151899,16.0903544303797,2015.55548776461,2015.52758045974,2015.49960471383,7.98146,0.28261,8.43321,14.9716,1731.82622,7.28146,1.05715,1.16938,0.821800000000001,65.6232,647.604627272727,1343.53911818182,175.547227272727,611.955915151515,151.130706060606,56.0985727272727,108.789742424242,25.0858212121212,116.353596969697,23.268396969697,49.5870515151515,6.56279090909091,50.3632636363636,4.55109393939394,5.46776,1.47935,0.78545,20.49482,1237.93824,0.43298,3661.97276,3253.04243,14.35552145,4565.63433,149.37371,5.69477,15.74906,82.87902,2231.11004,2.71653,39.5616,92.77483,1115.40947,3.45916,4.164,10.16612,3.72455,6.58489,7.90802,,,44.64141,345.27294
81,7-21-2022,04-07-2023,16.0903544303797,16.1693949814903,16.2484355326009,2015.49960471383,2015.47403409899,2015.4484065718,4.74876,0.26261,4.79248,18.87823,2375.98183,7.04644,1.19495,0.941240000000001,0.64465,65.38749,935.915057575758,1916.04616666667,223.029433333333,820.184851515152,206.989115151515,53.3102090909091,164.904551515152,28.9198484848485,152.7888,30.5571121212121,71.5740545454545,10.1102454545455,63.3602333333333,11.0136484848485,2.65889,1.22316,0.87995,50.21962,5176.47331,0.73027,3011.46076,4833.99284,18.72171524,4952.16951,75.3942,6.03155,11.34594,262.85203,8550.35498,3.97801,13.29109,143.86502,397.17542,3.15435,2.53671,10.49431,5.37673,6.40508,4.47438,,,32.67106,946.01946
82,7-21-2022,04-07-2023,16.2484355326009,16.3317177663005,16.415,2015.4484065718,2015.42134217705,2015.39421459768,22.15301,0.90263,24.10562,63.814758,10958.15674,7.01986,0.681229999999999,1.27143,3.4565,257.86068,3975.3475,7926.9721030303,964.923572727273,3725.44370606061,982.653972727273,244.242515151515,879.558203030303,127.613860606061,702.160115151515,133.300690909091,359.641609090909,41.4227393939394,273.838060606061,38.9637393939394,2.35483,1.71979,1.24317,22.7516,9312.1928,0.834029999999999,15719.06178,5604.44867,14.59132494,25825.0693,516.79154,28.97967,25.02066,641.75409,14343.86747,12.68669,36.35947,51.05287,1226.00065,6.94067,4.87632,29.58866,13.64339,10.13809,6.88123,,,15.53938,796.07496
83,7-21-2022,04-07-2023,16.415,16.5274776671286,16.6399553342573,2015.39421459768,2015.35747687756,2015.3206239079,7.82372,0.38262,9.27944,47.946787,3737.31056,7.70601,0.88353,1.16527,1.25638,65.03519,2251.4987,4872.15228181818,548.193681818182,2088.55088787879,402.633227272727,105.006451515152,373.624003030303,52.5534303030303,268.894851515152,46.3673272727273,102.765333333333,15.6088,104.792142424242,13.9272606060606,6.85513,1.53484,1.20948,26.14051,9321.61231,0.73361,5022.39511,3714.25248,18.27806689,22524.65352,122.7562,8.67342,12.12447,199.45237,3862.93597,4.03889,23.32016,35.17467,505.70772,4.1219,3.86927,11.92638,8.74114,7.96133,8.7732,,,32.32507,1155.51312
84,7-21-2022,04-07-2023,16.6399553342573,16.7305371055676,16.8211188768779,2015.3206239079,2015.29086128265,2015.26102391135,7.15905,0.40262,7.85699,35.028175,3380.16968,6.89443,0.7342,0.871919999999999,1.10715,57.97637,1994.30529090909,4836.63237272727,523.592942424243,1847.29628484848,444.188618181818,89.4129454545455,390.632963636364,54.1069272727273,271.723948484848,48.2173848484849,112.483372727273,13.3916393939394,77.9899515151515,11.7418242424242,2.46551,1.51065,1.04388,16.03333,7317.92114,0.62416,4844.40454,4583.44005,13.85599307,11939.53625,111.28491,7.91504,8.01889,141.57727,3248.27316,3.24986,7.32213,14.47975,424.56413,4.06598,2.82451,11.32968,6.22003,7.65136,6.09898,,,19.86828,676.7291
85,7-21-2022,04-07-2023,16.8211188768779,16.9133478996743,17.0055769224707,2015.26102391135,2015.23056714289,2015.2000328851,28.90596,0.64262,35.98623,114.108687,8395.22505,10.04247,0.84609,2.62538,4.40028,157.0854,3700.18392727273,7949.6518969697,917.02473030303,3564.78805151515,897.322893939394,225.191439393939,725.843048484849,108.625260606061,515.270109090909,94.9789606060606,273.664306060606,32.7261545454545,210.839306060606,33.6808303030303,3.06565,1.85025,1.48603,34.39451,8902.63593,2.32673,16368.10552,3218.20544,21.510594,26538.67271,479.56996,18.13826,108.73698,487.95485,10391.41879,12.4143,243.7739,205.19188,1660.07875,6.97702,14.77843,17.11766,19.47807,12.85424,28.99149,,,76.96922,1247.6246
86,7-21-2022,04-07-2023,17.0055769224707,17.0931180352842,17.1806591480976,2015.2000328851,2015.17097897207,2015.14185524692,38.76658,1.08264,43.54749,62.925324,13169.15211,7.33309,1.10296,1.50773,7.45795,190.82307,4968.54500606061,11336.6342848485,1256.45620909091,4845.82872727273,1184.09951515152,268.542272727273,1018.48541515152,147.799278787879,819.365966666667,147.360072727273,367.823475757576,56.6031848484849,329.932175757576,41.5988242424242,1.80718,2.30153,1.61878,25.67788,20932.36599,2.70324,18824.95266,2706.36373,12.00116227,55736.94563,1034.6962,24.39731,58.4519,488.43162,12692.10824,7.99135,73.01507,89.15785,754.94346,7.80196,6.68751,16.75964,15.29585,14.51355,6.90577,,,41.96854,1250.79465
87,7-21-2022,04-07-2023,17.1806591480976,17.2869221261149,17.3931851041323,2015.14185524692,2015.10640921047,2015.07086030831,5.60476,0.28261,3.46946,14.328153,1139.3351,6.20819,0.921379999999999,0.790279999999999,0.84732,27.74302,363.080242424242,820.621687878788,111.342690909091,416.027039393939,136.799036363636,41.9911,87.7976818181818,16.5110333333333,90.1809333333333,18.3521787878788,44.2219393939394,6.03067272727273,31.2739606060606,4.64211515151515,0.72677,1.47095,0.83989,3.93373,8169.21591,0.486269999999999,2896.46187,4928.42827,12.78266844,15299.41898,77.00842,2.58639,9.06405,69.21047,1010.97662,2.04196,4.77699,22.9808,284.08488,3.17393,1.83911,8.73405,3.62547,8.68633,10.37647,,,19.92856,195.07358
88,7-21-2022,04-07-2023,17.3931851041323,17.4991608471279,17.6051365901236,2015.07086030831,2015.03530504791,2014.99964747714,8.1863,0.38262,10.89167,17.575761,1899.29608,7.60101,0.400130000000001,0.8841,1.64015,40.15366,1165.07069090909,2629.90958787879,325.4735,1190.12610909091,337.392257575758,65.2854060606061,213.132472727273,32.5677818181818,162.34053030303,27.8351484848485,58.0245212121212,8.86863636363636,51.1755727272727,7.1907303030303,1.43013,1.46188,0.80455,8.27264,3547.0602,0.665839999999999,3411.11903,4096.55845,6.27534129,5754.97335,122.41275,4.32269,104.46251,139.47663,2396.99885,5.29549,203.82628,61.24846,524.55221,3.53746,6.36908,13.11978,4.08201,6.744,11.82371,,,33.10767,444.87752
89,7-21-2022,04-07-2023,17.6051365901236,17.715189852404,17.8252431146844,2014.99964747714,2014.96250965601,2014.92526150009,8.32729,0.40262,7.62471,26.018916,1996.23509,6.4792,0.54984,0.818809999999999,1.63633,45.00428,1174.01175757576,2579.92761818182,291.220403030303,1077.05495454545,273.626718181818,62.0049818181818,222.747457575758,31.8398393939394,153.87093030303,23.5318121212121,61.0917606060606,8.86863636363636,44.2709333333333,7.09970606060606,0.993739999999999,1.50897,1.14208,12.88745,4697.05744,0.418019999999999,3746.47978,2032.2605,10.09412016,6676.71109,96.3791,5.50268,31.72943,116.29484,2538.34094,3.35701,53.90934,33.49623,341.73529,3.61016,2.50524,12.10539,5.88942,7.64993,6.83042,,,23.44401,602.59912
90,7-21-2022,04-07-2023,17.8252431146844,17.9362587165318,18.0472743183792,2014.92526150009,2014.88757584862,2014.84977792432,6.11835,0.34262,5.32135,16.482179,949.72676,8.53179,0.471019999999999,0.80663,1.29499,28.68083,337.355833333333,754.74283939394,98.3025090909091,327.080793939394,100.278706060606,36.4143727272727,50.3915818181818,15.5076,66.8373636363636,15.4537272727273,35.2732636363636,4.61169090909091,28.4308757575758,6.09846666666667,0.58305,1.34791,0.76286,8.43509,3730.88201,0.89859,2238.7192,4437.28271,8.13670461,6260.44243,86.07555,3.67158,4.70155,67.13985,1221.14527,1.9275,29.51132,61.20122,197.06357,3.07326,2.63016,9.1219,4.89423,5.70435,6.77978,,,15.16387,262.14737
91,7-21-2022,04-07-2023,18.0472743183792,18.1584016648138,18.2695290112484,2014.84977792432,2014.81182951149,2014.77376859969,4.55737,0.26261,6.8437,13.805274,881.21986,7.37393,1.03009,0.77402,0.34926,23.36798,289.051409090909,648.562736363636,94.2226060606061,312.53316969697,95.2579666666667,34.1164363636364,67.3948696969697,16.3285909090909,79.9219272727273,17.3854424242424,33.7422,4.70037575757576,30.4616515151515,3.73189696969697,1.05765,1.14146,0.5944,12.70863,1466.615,1.06644,1495.08602,3380.97976,11.6211548,2038.28891,34.24868,2.03257,7.09741,38.98731,571.46614,1.91046,31.44038,73.48299,775.52236,2.83277,6.71094,7.89867,3.31273,5.5457,12.39597,,,42.96437,212.08415
92,7-21-2022,04-07-2023,18.2695290112484,18.3840956459395,18.4986622806307,2014.77376859969,2014.73441196253,2014.69493575517,4.00684,0.20261,3.91421,14.138481,690.16582,6.1988,1.42073,0.65991,0.37476,23.99987,250.043860606061,504.376539393939,71.5221121212121,234.198521212121,73.7712060606061,26.899496969697,63.4400909090909,11.8587515151515,49.5126939393939,12.3805424242424,25.8159393939394,4.3456303030303,29.2431848484849,4.55109393939394,0.643509999999999,1.24368,0.75503,13.23614,1398.76927,0.41541,1793.80877,2102.71981,13.46013819,759.74947,40.05301,2.3918,4.48572,33.8276,732.29325,1.48185,9.31178,44.28745,442.93471,2.94183,3.35227,8.61471,2.65624,5.38767,6.34884,,,17.09372,539.176
93,7-21-2022,04-07-2023,18.4986622806307,18.5860085479677,18.6733548153046,2014.69493575517,2014.66475853418,2014.63451181149,8.51205,0.322620000000001,10.3003,20.385351,1787.34591,8.47698,14.46397,1.3732,1.183,50.22758,624.416715151515,1283.30843636364,165.785487878788,655.073236363636,159.73256969697,47.7318454545455,142.790651515152,23.3526212121212,129.452306060606,22.7424424242424,53.9323121212121,8.33651818181818,50.7694181818182,8.55605757575758,0.65835,1.58226,0.9237,14.86489,1943.8194,0.81474,4625.50188,3256.37321,16.39325815,5487.37207,94.18101,5.08107,7.3981,154.6012,4026.76777,3.00633,101.24797,49.14144,356.09234,3.56542,3.7844,9.89761,4.52933,7.72913,9.20855,,,21.86968,982.71309
94,7-21-2022,04-07-2023,18.6733548153046,18.7645309206571,18.8557070260096,2014.63451181149,2014.60286473283,2014.57114192404,5.34285,0.362620000000001,4.20921,10.158127,677.62196,7.70127,1.0253,1.23047,0.25081,21.23112,194.128736363636,500.782496969697,73.3179484848485,233.069151515152,93.8255151515152,29.3598181818182,74.7661727272727,11.4938666666667,69.6664606060606,11.5902939393939,32.4616272727273,2.92664848484849,25.5877878787879,4.18700606060606,0.91333,1.28267,0.63877,8.11489,1160.67298,0.63516,1977.24467,2766.69671,15.51220549,2722.15885,32.6688,1.74817,29.07034,34.78106,1095.28204,1.90802,33.32904,49.49369,733.49736,2.90547,3.48336,7.03345,3.39135,7.12872,8.97405,,,26.78773,3857.59449
95,7-21-2022,04-07-2023,18.8557070260096,18.9526015636278,19.0494961012459,2014.57114192404,2014.53734650337,2014.50346555531,5.69196,0.48262,4.53471,8.286593,1406.17274,6.19562,0.28504,0.4887,0.64601,28.30832,310.064663636364,794.796615151515,120.595312121212,420.555706060606,130.353009090909,35.2645848484849,153.578472727273,17.240803030303,112.467127272727,18.9668151515152,54.1904696969697,7.00622121212121,45.8955545454546,6.28050909090909,0.36402,1.02076,0.67184,7.55515,646.83356,0.915419999999999,1894.91836,3017.09243,12.0260547,1443.6194,64.91892,2.05252,4.15835,47.38573,1042.11509,1.64988,5.15068,23.96406,891.09849,2.85514,2.0022,8.31636,2.1905,6.25983,3.99403,,,16.77859,197.51059
96,7-21-2022,04-07-2023,19.0494961012459,19.1531975967629,19.2568990922799,2014.50346555531,2014.46710967882,2014.43065583603,4.98027,0.18261,2.3999,7.994882,895.70576,6.05157,0.56855,0.509080000000001,0.31871,27.82433,307.646363636364,718.022809090909,97.6044636363637,285.679887878788,108.866248484849,31.0000303030303,73.0664090909091,16.2373696969697,64.0118060606061,16.8586121212121,33.2284363636364,3.81351212121212,32.8985848484848,5.00620303030303,0.41366,1.18213,0.65272,5.68912,811.87888,0.44312,2094.58734,2859.17802,9.17056658,1324.6855,39.77825,1.94525,19.93321,40.88577,692.23411,1.31138,6.77674,15.65364,255.80143,3.02572,1.74098,8.85339,1.78233,6.26178,3.96643,,,14.83869,146.00069
97,7-21-2022,04-07-2023,19.2568990922799,19.3378846459016,19.4188701995233,2014.43065583603,2014.40211912574,2014.37352266767,9.21697,0.44262,8.09073,15.311821,1525.81882,7.10133,1.19654,0.4724,1.41231,44.33419,918.757809090909,1914.37416969697,222.525284848485,818.451660606061,187.651036363636,47.5678242424242,179.097566666667,23.1710909090909,98.3181151515151,22.1269272727273,51.6318787878788,6.74016363636364,50.7694181818182,6.82664242424243,0.560229999999999,1.89331,0.99705,7.81512,2677.08297,0.73917,5090.26138,4275.98208,9.66113368,7063.24627,164.86682,6.35087,14.93876,75.00456,3446.69999,2.42187,297.4971,35.08592,393.00458,3.68567,2.93413,10.70315,3.40332,10.14196,16.38534,,,27.93539,1237.92022
98,7-21-2022,04-07-2023,19.4188701995233,19.5208801505758,19.6228901016283,2014.37352266767,2014.33741734815,2014.30121723225,7.55853,0.38262,5.32255,21.547505,1804.24132,7.61826,1.38888,0.875870000000001,0.83886,43.5124,932.776703030303,1885.60001515152,247.017633333333,910.260472727273,206.996278787879,61.8442393939394,179.647157575758,28.7346696969697,133.338772727273,26.9579727272727,69.0129090909091,8.42520303030303,55.2371272727273,6.55357575757576,0.514049999999999,1.23998,1.01081,18.70714,2159.07098,0.81832,4144.58049,4078.24605,18.48691676,5636.03945,93.63149,7.56578,9.07618,122.16098,3021.65197,3.87086,11.61453,36.17084,2040.43148,3.68287,2.48232,11.47886,5.61831,6.96441,5.85428,,,18.0798,996.8036
99,7-21-2022,04-07-2023,19.6228901016283,19.7295620999523,19.8362340982763,2014.30121723225,2014.26326130881,2014.22520172625,21.48117,0.56262,26.52316,130.435956,11241.20538,9.11313,6.88897,1.99711,3.77438,127.859,4993.60001818182,10651.4168181818,1261.13571515152,4836.84970909091,1077.24584848485,227.162972727273,859.093060606061,133.555093939394,734.758354545455,117.740718181818,341.979415151515,41.9548575757576,291.717018181818,42.2396181818182,1.30176,2.07925,1.98722,56.22262,9660.10029,3.18469,13616.15614,4405.26835,65.03157094,21870.51706,333.15647,20.8581,21.57079,474.0982,10147.17353,9.8032,37.22805,60.31117,2245.89993,6.15768,7.87643,20.42934,25.35429,16.24231,45.02259,,,38.90981,1859.93482
100,7-21-2022,04-07-2023,19.8362340982763,19.9295318711981,20.02282964412,2014.22520172625,2014.19182896451,2014.15837690715,8.95845,0.48262,7.50168,21.186221,3169.78665,5.97946,0.31254,0.42349,1.2392,43.38371,1303.15243030303,2786.18319090909,326.66873030303,1176.70226666667,313.047766666667,80.5508727272727,284.001215151515,38.4068515151515,218.604154545455,39.5167606060606,95.3477242424242,15.2540545454545,117.785051515152,12.2879545454545,0.51178,1.42591,0.71909,10.63109,10968.17457,1.58786,4155.14888,4533.34427,9.05704776,16964.4936,126.84327,6.54795,9.17075,89.41491,2604.00809,2.89918,8.22101,19.14078,279.80195,3.77515,2.94286,12.31424,3.67389,7.75858,7.63185,,,15.91581,378.78679
101,7-21-2022,04-07-2023,20.02282964412,20.123346476374,20.223863308628,2014.15837690715,2014.12224770873,2014.0860264687,9.35468,0.52262,6.98804,21.827778,2835.83002,6.02799,0.39733,0.82293,1.58093,48.53862,1130.99984848485,2453.35261818182,281.067878787879,1057.45314242424,215.598145454545,72.1808636363636,238.067981818182,32.3871636363636,191.0028,38.0240727272727,82.8257151515152,14.0124454545455,81.2310696969697,9.28514242424243,0.319569999999999,1.29713,0.70697,15.87736,4775.37627,1.26683,4178.66957,2427.98201,10.5296145,7747.1162,117.57008,5.03617,7.77882,100.99248,2469.33044,3.0526,5.32237,26.79562,1169.38656,3.57101,2.18212,11.38935,5.16837,7.58333,8.45877,,,12.37043,481.31869
102,7-21-2022,04-07-2023,20.223863308628,20.3079360499852,20.3920087913423,2014.0860264687,2014.05566016983,2014.02522948116,1357.45259,13.93381,1359.38007,295.142162,143202.96779,11.25694,0.627090000000001,4.38389,239.59467,4058.62591,65275.0857484849,126307.558009091,15706.8038969697,57936.9953393939,13930.9907363636,2656.34175757576,11285.3317515152,1762.15040909091,9394.63876666667,1635.01664545455,4304.96396060606,606.327366666667,3789.14921515152,521.208636363636,6.17372,3.45207,15.40668,131.56858,295359.77957,183.8601,227549.97524,5540.06886,18.39327932,892120.28412,27534.72034,334.09744,196.06396,5372.93656,231239.05995,58.89989,121.03342,154.29127,1543.24016,120.93085,118.77613,572.52479,21.54754,50.13763,27.64013,,,27.24444,24111.44084
