Top Depth,Bot Depth,Mid Depth,MSA,Chloride,Nitrate,Sulfate,Sodium,Ammonium,Potassium,Magnesium,Calcium,Sr88(LR),Cd111(LR),Cs133(LR),Ba137(LR),La139(LR),Ce140(LR),Pr141(LR),Pb208(LR),Bi209(LR),U238(LR),As75(LR),Li7(LR),Al27(MR),S32(MR),Ca44(MR),Ti47(MR),V51(MR),Cr52(MR),Mn55(MR),Fe56(MR),Co59(MR),Cu63(MR),Zn66(MR),As75(HR),K39(HR),Na23(MR),Mg24(MR),Cu No Volcs
123.762505,123.834841,123.798673,12.95,5.59,22.79,63.71,0.98,4,0.41,1.41,1.44,18.31,0.69,0.14,13.07,0.29,1.06,0.1,6.12,0.16,185.18,3.42,2.3,1.18,4.88,1.25,21.08,1.25,5.22,30.97,0.65,0.47,8.19,32.61,,0.35,0.83,3.6,8.19
123.834841,123.9046073,123.8697242,8.51,3.36,57.37,38.93,0.14,27.66,0.43,0.23,1.56,74.86,1.56,0.64,57.55,1.52,5.04,0.48,17.15,0.41,444.4,11.09,4.82,3.37,23.68,6.17,696.83,6.21,7.15,84.84,3.02,2.2,30.76,173.61,,2.75,2.12,3.01,30.76
123.9046073,123.9655663,123.9350868,7.15,5.19,39.12,55.26,0.88,18.23,0.49,0.53,1.71,57.89,0.99,1.38,113.71,1.95,5.84,0.55,17.95,0.3,241.07,13.93,10.19,3.27,12.37,6.94,302.08,16.5,14.41,207.31,8.09,5.06,14.6,172.16,,2.2,2.15,5.95,14.6
123.9655663,124.013,123.9892832,4.19,22.27,51.55,111.03,0.98,18.34,0.52,1.24,7.12,32.16,0.61,1.05,45.65,0.64,2.07,0.18,7.78,0.24,330.81,7.98,7,1.37,8.06,3.45,112.94,5.03,6.07,74.94,2.61,1.96,5.65,69.17,,0.93,7.16,4.43,5.65
124.243,124.2575653,124.2502826,2.41,21.58,17.49,45.3,10.72,10.82,0.39,1.9,8.2,30.92,0.32,0.6,26.6,1.28,4.17,0.41,7.99,0.3,174.78,6.61,4.41,1.13,9.04,3.93,67.39,5.06,5.8,63.36,1.95,1.45,5.41,67.53,,0.7,1.59,3.68,5.41
124.2575653,124.2970425,124.2773039,2.31,14.24,16.95,46.49,3.12,3.86,0.27,0.89,5.68,12.73,0.45,0.33,11.73,0.41,1.59,0.12,5.82,0.14,150.01,6.05,2.45,0.54,7.91,0.98,22.04,1.67,2.93,33.23,0.61,0.67,3.42,69.89,,0.2,1.29,2.86,3.42
124.2970425,124.3315992,124.3143209,4.83,7.54,22.43,44.22,2.13,2.31,0.31,0.62,3.54,8.82,0.39,0.23,12.32,0.1,0.42,0.04,6.2,0.16,119.84,4.69,2.19,0.72,7.54,0.5,18.89,1.06,3.55,19.43,0.39,0.45,3.22,51.29,,0.15,0.78,2.87,3.22
124.3315992,124.3643296,124.3479644,5.43,4.61,17.98,33.2,0.66,1.36,0.15,0.33,1.77,13.3,0.51,0.34,10.42,0.43,1.49,0.17,7.26,0.15,212.41,9.19,2.38,0.94,8.36,2.2,41.12,1.98,2.55,22.8,0.65,0.59,11.59,75.39,,0.15,0.64,2.9,11.59
124.3643296,124.3924718,124.3784007,4.54,2.7,32.69,18.88,0.21,1.39,0.2,0.18,1.14,72.49,3.82,1.89,94.39,5.3,19.87,1.8,41.71,0.72,893.48,21.4,11.98,4.05,35.51,9.1,390.37,16.13,12.34,265.42,9.32,5.01,39.48,318.05,,5.56,3.71,6.33,39.48
124.3924718,124.4206222,124.406547,6.58,9.88,94.45,105.57,1,39.79,1.71,1.32,4.67,70.13,1.45,1.64,153.28,2.71,8.06,0.7,35.12,1.26,247.21,16.57,12.69,3.06,12.9,11.94,305.41,12.96,11.46,177.65,6.94,3.94,22.065,752.11,,2.73,15.02,6,22.065
124.4206222,124.4475547,124.4340884,6.07,11.04,52.31,86.94,4.51,26.62,0.78,2.31,9.15,46.92,0.55,0.91,38.82,0.64,2.05,0.17,8.19,0.29,122.02,8.36,5.71,2.34,6.97,4.69,90.49,5.43,7.03,58.83,2.34,1.41,4.65,52.82,,0.87,3.28,3.66,4.65
124.4475547,124.4764351,124.4619949,2.94,13.74,17.36,37.12,6.26,6.64,0.42,1.69,9,19.04,0.42,0.35,16.14,0.63,1.91,0.16,7.64,0.15,83.91,6.29,3,0.88,8.41,2,43.72,2.75,3.88,32.55,1.05,0.66,4.62,53.72,,0.44,2.15,2.97,4.62
124.4764351,124.5015818,124.4890084,3.72,7.82,16.21,33.44,2.77,1.89,0.58,0.73,3.29,25.103,0.708,1.717,9.426,0.328,0.688,0.101,6.923,0.351,567.725,8.475,1.726,3.926,5.159,1.605,86.971,5.047,2.917,30.96,1.049,3.216,13.972,42.701,,1.036,1.387,4.278,13.972
124.5015818,124.5284053,124.5149935,4.28,1.75,14.84,27.19,0.87,8.84,1,0.64,3.31,9.413,0.388,0.347,19.907,0.332,0.761,0.139,10.296,0.144,686.733,8.262,1.165,3.866,8.511,1.209,57.862,4.293,1.661,35.551,1.006,4.627,5.738,47.772,,0.954,1.291,3.926,5.738
124.5284053,124.5564383,124.5424218,6.75,12.39,23.35,46.08,4.77,8.82,3.76,0.97,3.17,34.123,2.364,0.872,23.145,0.617,1.415,0.205,12.661,17.769,2354.798,5.924,1.772,7.209,11.62,3.143,129.552,9.024,8.489,57.824,1.512,1.464,5.357,63.364,,0.965,2.841,5.233,5.357
124.5564383,124.5850173,124.5707278,8.26,8.87,21.8,57.21,0.57,5.88,1.57,0.75,2.41,38.395,2.171,2.566,58.185,1.75,3.751,0.494,11.61,0.231,6117.791,8.506,4.371,8.744,12.448,4.662,176.788,9.836,5.672,159.272,4.745,1.77,9.973,41.278,,2.62,1.679,5.055,9.973
124.5850173,124.6109801,124.5979987,8.1,3.84,32.02,47.96,0.97,10.87,1.84,1.38,6.26,20.631,3.775,1.494,22.83,0.804,1.613,0.254,5.547,0.778,4667.45,8.28,2.635,4.83,7.942,2.014,99.094,3.344,22.355,59.321,1.655,1.393,4.702,36.723,,1.765,1.342,4.219,4.702
124.6109801,124.6328539,124.621917,5.78,2.26,16.29,26.36,0.58,4.36,1.86,0.72,1.84,9.216,0.824,1.474,9.767,0.581,1.096,0.192,13.276,5.339,1259.667,6.633,0.95,4.426,7.353,4.352,53.956,2.477,4.13,39.345,1.001,1.727,5.593,25.811,,0.655,0.706,4.748,5.593
124.6328539,124.6633126,124.6480832,2.07,3.34,29.07,50.76,0.64,5.6,1.91,0.91,2.25,27.859,1.742,0.771,35.19,0.617,1.08,0.211,7.903,3.12,7848.5,10.876,2.217,5.744,14.462,3.221,88.557,5.212,2.481,98.982,2.212,2.411,10.428,74.008,,1.825,1.792,4.737,10.428
124.6633126,124.6923297,124.6778211,2.26,8.14,61.83,91.36,1.33,8.37,1.56,1.25,3.98,63.644,4.205,1.397,90.491,2.681,5.884,0.755,40.703,0.432,1802.205,22.241,8.074,15.008,26.054,9.497,333.389,17.668,17.147,231.625,6.736,5.964,7.958,111.949,,3.757,3.71,6.55,7.958
124.6923297,124.7189094,124.7056196,4.07,10.47,75.73,100.11,3.41,20.7,3.45,2.82,12.05,202.141,10.705,2.506,214.768,9.955,24.436,2.843,57.172,3.96,10302.383,27.232,19.541,27.975,19.493,30.522,782.008,38.558,25.107,498.088,15.602,11.645,10.602,140.534,,7.018,6.488,10.376,10.602
124.7189094,124.7441257,124.7315176,4.55,13.52,27.95,47.67,6.45,8.58,1.99,2.98,13.21,22.661,1.2,1.156,20.942,0.83,1.728,0.261,18.058,0.999,719.208,10.339,5.666,5.205,5.621,3.549,93.459,5.451,6.833,131.061,2.026,2.874,6.68,277.168,,1.153,5.539,5.721,6.68
124.7441257,124.7688205,124.7564731,1.47,14.56,19.91,23.01,5.92,1.96,1.65,1.18,3.03,28.325,0.666,0.424,76.139,1.022,2.789,0.376,14.757,0.899,656.36,16.172,2.099,6.611,6.198,4.793,149.026,7.714,5.914,103.36,2.853,3.266,4.591,48.154,,1.832,3.434,9.39,4.591
124.7688205,124.7956024,124.7822115,2.67,4.29,20.36,24.32,1.86,9.85,1.55,0.86,3.34,20.007,0.507,0.8,29.505,0.901,2.506,0.272,9.516,0.367,676.725,7.963,2.179,6.301,5.794,1.771,190.393,6.721,24.402,128.192,2.265,2.802,3.806,37.245,,1.016,0.993,4.811,3.806
124.7956024,124.8204803,124.8080413,3.23,2.51,21.37,19.75,0.93,5.17,2.3,1.06,3.09,12.201,1.012,0.463,11.953,0.546,1.018,0.167,4.127,0.119,826.864,8.311,1.115,4.009,3.439,3.464,81.153,3.389,8.533,44.231,1.734,3.722,4.986,36.082,,0.836,0.646,3.926,4.986
124.8204803,124.8458085,124.8331444,2.31,2.35,21.82,18.19,0.49,4.24,1.71,0.93,2.83,18.946,3.978,0.19,12.782,0.777,1.214,0.199,3.457,0.114,1260.051,4.335,0.642,6.906,4.942,2.383,161.194,7.85,7.705,57.731,1.564,2.575,7.039,330.488,,0.83,1.531,6.342,7.039
124.8458085,124.8731703,124.8594894,1.53,2.85,16.8,27.05,1.04,4.68,1.92,0.93,2.56,95.38,2.329,1.681,101.454,1.907,6.088,0.648,8.607,0.598,4261.525,7.271,3.762,24.724,14.614,11.815,906.047,37.466,5.993,207.103,7.741,4.248,9.656,48.291,,2.127,4.856,6.548,9.656
124.8731703,124.8977906,124.8854805,2.26,6.81,35.38,66.34,1.02,5.25,1.26,1.77,5.08,41.986,1.524,0.199,9.765,0.611,1.532,0.221,10.672,0.155,1116.674,4.689,4.066,6.551,9.636,2.337,124.057,5.137,0.484,31.782,1.158,0.81,6.322,333.86,,1.062,1.567,7.087,6.322
124.8977906,124.9215205,124.9096556,2.72,3.72,47.3,43.63,0.93,6.14,1.49,0.72,2.31,26.064,4.31,2.095,22.717,2.021,4.408,0.609,49.919,0.581,2203.056,29.231,1.421,6.849,12.785,2.513,94.301,5.444,13.999,54.888,2.402,3.074,18.289,419.52,,2.928,3.089,5.059,18.289
124.9215205,124.9489712,124.9352459,1.75,8.93,66.93,53.37,4.79,5.76,3.84,1.8,4.59,14.944,2.719,0.141,10.837,0.511,0.977,0.184,13.898,0.526,374.445,7.223,7.517,3.691,10.43,3.232,55.136,3.127,17.787,32.414,1.35,0.909,48.56,1392.219,,2.153,5.554,3.239,48.56
124.9489712,124.9739208,124.961446,0.75,15.99,85.71,49.72,10.4,24.35,10.45,2.84,4.46,61.812,7.446,0.473,68.589,1.17,2.673,0.384,23.038,1.875,4045.84,9.718,4.006,10.952,20.446,18.077,164.412,4.748,12.082,77.006,3.192,4.946,36.362,918.924,,4.859,12.925,5.726,36.362
124.9739208,125.0038022,124.9888615,1.76,28.13,70.34,81.23,20.16,36.89,13.95,5.4,12.77,49.25,12.536,2.101,125.355,1.803,3.92,0.508,18.187,0.524,6614.528,15.471,9.762,9.39,15.927,11.523,344.299,12.05,8.472,283.083,4.972,8.674,35.338,634.292,,6.994,6.183,4.61,35.338
125.0038022,125.0345973,125.0191997,1.49,12.72,113.49,148.68,6.85,94.4,14.4,6.24,21.22,380.7,53.425,3.1,430.612,17.648,40.234,5.009,131.915,4.576,9397.118,129.371,29.323,42.313,57.398,46.527,1088.275,53.559,41.415,1175.054,26.808,15.134,54.435,2464.304,,32.607,15.479,18.053,54.435
125.0345973,125.0601553,125.0473763,1.59,11.51,139.45,210.66,5.54,96.14,21.49,7.87,28,173.644,8.055,2.603,272.933,13.441,31.492,3.755,43.606,0.821,5957.419,34.025,22.159,35.949,19.179,22.362,735.166,43.602,33.594,621.763,19.396,13.262,22.115,479.399,,9.463,6.332,14.038,22.115
125.0601553,125.0754451,125.0678002,2.23,6.19,31.86,74.51,4.07,17.55,3.59,5.05,20.99,119.482,1.893,1.882,198.914,8.852,19.231,2.407,28.131,0.804,1835.811,16.479,17.414,25.841,11.094,14.236,680.845,30.424,20.747,417.691,13.479,10.144,11.889,293.066,,6.781,6.28,9.531,11.889
125.0754451,125.095,125.0852225,1.43,21.79,41.33,36.46,15.57,15.08,15.89,2.71,13.66,187.927,2.484,2.6,225.072,9.823,21.866,2.688,36.217,1.265,2826.397,20.269,23.171,29.891,13.141,21.254,685.974,51.907,31.027,441.075,16.01,10.813,17.291,346.016,#DIV/0!,7.773,10.697,11.297,17.291
125.095,125.1648032,125.1299016,1.15,31.29,36.64,59.3,16.98,15.84,4.88,4.79,23.78,256.373,3.075,3.318,251.231,10.794,24.501,2.97,44.302,1.726,3816.982,24.059,28.928,33.941,15.187,28.272,691.104,73.39,41.308,464.459,18.541,11.482,22.693,398.966,,8.766,15.113,13.064,22.693
125.1648032,125.2028658,125.1838345,0.85,11.54,16.73,30.35,8.42,8.82,1.59,2.21,13.56,49.534,1.649,1.775,53.979,1.684,3.328,0.642,15.193,0.677,1862.351,10.971,9.702,9.72,7.208,6.219,172.625,12.536,19.988,144.978,3.943,2.312,33.496,121.166,,2.249,6.717,5.92,33.496
125.2028658,125.2603901,125.231628,0.55,10.49,18.13,31.5,10.46,8.73,1.7,1.94,12.45,97.2,1.682,3.13,88.686,4.271,9.431,1.3,21.29,6.926,3311.42,15.715,12.169,12.478,12.446,16.777,228.971,16.578,20.956,208.802,6.335,6.484,35.88,150.018,,3.398,7.228,6.888,35.88
